implementation	class	kind	selector	types
0x00977dc4	Boat	instance	blockheadUnloaded:	v12@0:4@8
0x00977f10	Boat	instance	riderDPadShouldAllowUpDown	c8@0:4
0x00977f2c	Boat	instance	.cxx_construct	@8@0:4
0x009783b0	BlockheadPreviewView	instance	updateClothingCubes	v8@0:4
0x0097b454	BlockheadPreviewView	instance	setSkinOptions:	v28@0:4{BlockheadSkinOptions=CCCC{MJColor8=CCCC}{MJColor8=CCCC}{MJColor8=CCCC}{MJColor8=CCCC}}8
0x0097b500	BlockheadPreviewView	instance	setSkinOptions:happiness:	v32@0:4{BlockheadSkinOptions=CCCC{MJColor8=CCCC}{MJColor8=CCCC}{MJColor8=CCCC}{MJColor8=CCCC}}8f28
0x0097ce30	BlockheadPreviewView	instance	setFromPreviewData:	v48@0:4{BlockheadPreviewDataNew={BlockheadSkinOptions=CCCC{MJColor8=CCCC}{MJColor8=CCCC}{MJColor8=CCCC}{MJColor8=CCCC}}SSSSSSSSCC[2C]}8
0x0097e344	BlockheadPreviewView	instance	initWithFrame:cache:windowInfo:	@32@0:4{CGRect={CGPoint=ff}{CGSize=ff}}8@24^{WindowInfo=ffffffff}28
0x0097ebd8	BlockheadPreviewView	instance	dealloc	v8@0:4
0x0097efa8	BlockheadPreviewView	instance	drawForButtonProjectionMatrix:modelViewMatrix:	v136@0:4(_GLKMatrix4={?=ffffffffffffffff}[16f])8(_GLKMatrix4={?=ffffffffffffffff}[16f])72
0x00994dd0	BlockheadPreviewView	instance	renderFrame:projectionMatrix:center:	v84@0:4f8(_GLKMatrix4={?=ffffffffffffffff}[16f])12{Vector2=[2f]}76
0x0099eb60	BlockheadPreviewView	instance	cameraZ	f8@0:4
0x0099eba8	BlockheadPreviewView	instance	setCameraZ:	v12@0:4f8
0x0099ebf4	BlockheadPreviewView	instance	walking	c8@0:4
0x0099ec30	BlockheadPreviewView	instance	setWalking:	v12@0:4c8
0x0099ec74	BlockheadPreviewView	instance	.cxx_construct	@8@0:4
0x0099f950	TulipPlant	instance	objectType	i8@0:4
0x0099f96c	TulipPlant	instance	initSubDerivedItems	v8@0:4
0x009a09f8	TulipPlant	instance	initWithWorld:dynamicWorld:atPosition:cache:maxAgeGene:growthRateGene:treeDensityNoiseFunction:seasonOffsetNoiseFunction:adultPlant:	@48@0:4@8@12{?=ii}16@24S28S32@36@40c44
0x009a1368	TulipPlant	instance	initWithWorld:dynamicWorld:saveDict:cache:treeDensityNoiseFunction:seasonOffsetNoiseFunction:	@32@0:4@8@12@16@20@24@28
0x009a1684	TulipPlant	instance	initWithWorld:dynamicWorld:cache:netData:	@24@0:4@8@12@16@20
0x009a1854	TulipPlant	instance	getSaveDict	@8@0:4
0x009a1b58	TulipPlant	instance	plantCreationNetData	{PlantCreationNetData={DynamicObjectNetData=QIIC[7C]}SSSSsC[5C]}8@0:4
0x009a1c24	TulipPlant	instance	setFlowering:	v12@0:4c8
0x009a1d20	TulipPlant	instance	update:accurateDT:isSimulation:	v20@0:4f8f12c16
0x009a2b00	TulipPlant	instance	draw:projectionMatrix:modelViewMatrix:cameraMinXWorld:cameraMaxXWorld:cameraMinYWorld:cameraMaxYWorld:	v156@0:4f8(_GLKMatrix4={?=ffffffffffffffff}[16f])12(_GLKMatrix4={?=ffffffffffffffff}[16f])76i140i144i148i152
0x009a498c	TulipPlant	instance	tileIsKindOfSelf:	c12@0:4^{Tile=CCCCCCCCCCCCCSSSsCISSSSSQ[8S]}8
0x009a49c0	TulipPlant	instance	plantType	i8@0:4
0x009a49dc	TulipPlant	instance	isRequiredSoilType:	c12@0:4i8
0x009a4a78	TulipPlant	instance	tileHarvested:removeBlockhead:correctToolMultiplier:	i24@0:4{?=ii}8@16i20
0x009a4f1c	TulipPlant	instance	numberOfOccupiedTilesAbove	i8@0:4
0x009a4f74	TulipPlant	instance	droppedItemType	i8@0:4
0x009a4f90	TulipPlant	instance	staticGeometryDrawQuadCountForMacroPos:	i16@0:4{?=ii}8
0x009a4fb8	TulipPlant	instance	addDrawQuadData:fromIndex:forMacroPos:	i24@0:4^f8i12{?=ii}16
0x009a53c8	TulipPlant	instance	removeFromMacroBlock	v8@0:4
0x009a54d0	TulipPlant	instance	canBreed	c8@0:4
0x009a557c	TulipPlant	instance	mixGenesVariation	S8@0:4
0x009a5770	TulipPlant	instance	colorGenesVariation	S8@0:4
0x009a5d24	TulipPlant	instance	availableFood	f8@0:4
0x009a5d6c	TulipPlant	instance	setAvailableFood:	v12@0:4f8
0x009a5db8	TulipPlant	instance	colorGenes	S8@0:4
0x009a5df4	TulipPlant	instance	setColorGenes:	v12@0:4S8
0x009a5e3c	TulipPlant	instance	.cxx_construct	@8@0:4
0x009a5fe4	CPTexture2D	instance	contentSize	{CGSize=ff}8@0:4
0x009a60fc	CPTexture2D	instance	initWithPVRTCData:pixelFormat:pixelsWide:pixelsHigh:	@24@0:4@8i12I16I20
0x009a65e8	CPTexture2D	instance	initWithData:pixelFormat:pixelsWide:pixelsHigh:contentSize:mipmap:	@36@0:4r^v8i12I16I20{CGSize=ff}24c32
0x009a6bc4	CPTexture2D	instance	dealloc	v8@0:4
0x009a6db8	CPTexture2D	instance	description	@8@0:4
0x009a6f6c	CPTexture2D	instance	pixelFormat	i8@0:4
0x009a6fa4	CPTexture2D	instance	pixelsWide	I8@0:4
0x009a6fdc	CPTexture2D	instance	pixelsHigh	I8@0:4
0x009a7014	CPTexture2D	instance	name	I8@0:4
0x009a704c	CPTexture2D	instance	maxS	f8@0:4
0x009a7090	CPTexture2D	instance	maxT	f8@0:4
0x009a70d4	CPTexture2D	instance	stringSize	{CGSize=ff}8@0:4
0x009a7134	CPTexture2D	instance	dontDeleteTextureOnRelease	c8@0:4
0x009a7170	CPTexture2D	instance	setDontDeleteTextureOnRelease:	v12@0:4c8
0x009a71b0	CPTexture2D	instance	size	{CGSize=ff}8@0:4
0x009ae660	MJSlider	instance	initWithFrame:cache:windowInfo:	@32@0:4{CGRect={CGPoint=ff}{CGSize=ff}}8@24^{WindowInfo=ffffffff}28
0x009aecd8	MJSlider	instance	dealloc	v8@0:4
0x009aedd8	MJSlider	instance	renderFrame:projectionMatrix:	v76@0:4f8(_GLKMatrix4={?=ffffffffffffffff}[16f])12
0x009b00f8	MJSlider	instance	setValueFromTouch:	c16@0:4{CGPoint=ff}8
0x009b0200	MJSlider	instance	startTouch:	c16@0:4{CGPoint=ff}8
0x009b0630	MJSlider	instance	moveTouch:	v16@0:4{CGPoint=ff}8
0x009b07c4	MJSlider	instance	sendAction	v8@0:4
0x009b0864	MJSlider	instance	endTouch:	v16@0:4{CGPoint=ff}8
0x009b0c7c	MJSlider	instance	setDescreteMin:max:	v16@0:4i8i12
0x009b0d54	MJSlider	instance	setValue:	c12@0:4f8
0x009b0fa4	MJSlider	instance	value	f8@0:4
0x009b0fe4	MJSlider	instance	setDescreteValue:	v12@0:4i8
0x009b11c4	MJSlider	instance	descreteValue	i8@0:4
0x009b1200	MJSlider	instance	setCompletionAction:	v12@0:4:8
0x009b1244	MJSlider	instance	knobColor	{MJColor=ffff}8@0:4
0x009b12a4	MJSlider	instance	setKnobColor:	v24@0:4{MJColor=ffff}8
0x009b1324	MJSlider	instance	backgroundTexture	@8@0:4
0x009b1360	MJSlider	instance	setBackgroundTexture:	v12@0:4@8
0x009b13ac	MJSlider	instance	.cxx_construct	@8@0:4
0x009b1598	AddFuelUI	instance	loadResources	v8@0:4
0x009b1afc	AddFuelUI	instance	initWithWorld:windowInfo:cache:	@20@0:4@8^{WindowInfo=ffffffff}12@16
0x009b1c14	AddFuelUI	instance	dealloc	v8@0:4
0x009b1dec	AddFuelUI	instance	setFuelObject:blockhead:	v16@0:4@8@12
0x009b2bfc	AddFuelUI	instance	windowInfoChanged:	v12@0:4^{WindowInfo=ffffffff}8
0x009b2d20	AddFuelUI	instance	render:translation:pinchScale:	v24@0:4f8{Vector2=[2f]}12f20
0x009b757c	AddFuelUI	instance	touchIsInUI:	c16@0:4{CGPoint=ff}8
0x009b784c	AddFuelUI	instance	touchIsInViewAtAll:	c16@0:4{CGPoint=ff}8
0x009b79c8	AddFuelUI	instance	startTouch:tapCount:	c20@0:4{CGPoint=ff}8i16
0x009b7ca4	AddFuelUI	instance	moveTouch:	v16@0:4{CGPoint=ff}8
0x009b7f50	AddFuelUI	instance	endTouch:	v16@0:4{CGPoint=ff}8
0x009b81fc	AddFuelUI	instance	fuelButton:	v12@0:4@8
0x009b868c	AddFuelUI	instance	center:	{Vector2=[2f]}12@0:4f8
0x009b876c	AddFuelUI	instance	canDismiss	c8@0:4
0x009b87d4	AddFuelUI	instance	stopBlockheadInteractingWhenDismissed	c8@0:4
0x009b87f0	AddFuelUI	instance	fuelObject	@8@0:4
0x009b8834	AddFuelUI	instance	.cxx_construct	@8@0:4
0x009bc33c	SunflowerPlant	instance	objectType	i8@0:4
0x009bc358	SunflowerPlant	instance	emitsLight	c8@0:4
0x009bc394	SunflowerPlant	instance	lightFactor	f8@0:4
0x009bc450	SunflowerPlant	instance	lightColor	{Vector=[4f]}8@0:4
0x009bc5a4	SunflowerPlant	instance	maxAgeBase	f8@0:4
0x009bc5d4	SunflowerPlant	instance	seedItemType	i8@0:4
0x009bc5f0	SunflowerPlant	instance	minAllowedTemperature	i8@0:4
0x009bc60c	SunflowerPlant	instance	floweringSeason:	c12@0:4i8
0x009bc658	SunflowerPlant	instance	canDieSeason:	c12@0:4i8
0x009bc688	SunflowerPlant	instance	plantType	i8@0:4
0x009bc6a4	SunflowerPlant	instance	isRequiredSoilType:	c12@0:4i8
0x009bc740	SunflowerPlant	instance	renderImageType	i8@0:4
0x009bc8fc	AppleTree	instance	availableFood	f8@0:4
0x009bc93c	AppleTree	instance	setAvailableFood:	v12@0:4f8
0x009bca08	AppleTree	instance	fruitItemType	i8@0:4
0x009bca24	AppleTree	instance	fruitShouldFallInSeason:	c12@0:4i8
0x009bca54	AppleTree	instance	objectType	i8@0:4
0x009bca70	AppleTree	instance	initWithWorld:dynamicWorld:atPosition:cache:maxHeight:growthRate:treeDensityNoiseFunction:seasonOffsetNoiseFunction:adultTree:adultMaxAge:	@52@0:4@8@12{?=ii}16@24s28s32@36@40c44f48
0x009bd3b0	AppleTree	instance	initWithWorld:dynamicWorld:saveDict:cache:treeDensityNoiseFunction:seasonOffsetNoiseFunction:	@32@0:4@8@12@16@20@24@28
0x009bd548	AppleTree	instance	getSaveDict	@8@0:4
0x009bd680	AppleTree	instance	updateGrowth:	v12@0:4c8
0x009bf588	AppleTree	instance	makeTileDead:	v12@0:4^{Tile=CCCCCCCCCCCCCSSSsCISSSSSQ[8S]}8
0x009bf5f0	AppleTree	instance	update:accurateDT:isSimulation:	v20@0:4f8f12c16
0x009bff14	AppleTree	instance	treeType	i8@0:4
0x009bff30	AppleTree	instance	tileIsKindOfSelf:	c12@0:4^{Tile=CCCCCCCCCCCCCSSSsCISSSSSQ[8S]}8
0x009c012c	ShareUI	instance	initWithWorld:windowInfo:cache:pauseUI:	@24@0:4@8^{WindowInfo=ffffffff}12@16@20
0x009c1c38	ShareUI	instance	dismissAlertViews	v8@0:4
0x009c1e80	ShareUI	instance	dealloc	v8@0:4
0x009c20f4	ShareUI	instance	windowInfoChanged:	v12@0:4^{WindowInfo=ffffffff}8
0x009c2218	ShareUI	instance	render:	v12@0:4f8
0x009c3244	ShareUI	instance	touchIsInViewAtAll:	c16@0:4{CGPoint=ff}8
0x009c32c4	ShareUI	instance	touchIsInUI:	c16@0:4{CGPoint=ff}8
0x009c3344	ShareUI	instance	startTouch:tapCount:	c20@0:4{CGPoint=ff}8i16
0x009c35f0	ShareUI	instance	moveTouch:	v16@0:4{CGPoint=ff}8
0x009c3838	ShareUI	instance	endTouch:	v16@0:4{CGPoint=ff}8
0x009c3a80	ShareUI	instance	OKButton:	v12@0:4@8
0x009c3ae8	ShareUI	instance	shareAppButton:	v12@0:4@8
0x009c3bd8	ShareUI	instance	portalButton:	v12@0:4@8
0x009c41d4	ShareUI	instance	alertView:didDismissWithButtonIndex:	v16@0:4@8i12
0x009c47ac	ShareUI	instance	inviteToWorldButton:	v12@0:4@8
0x009c4e20	ShareUI	instance	twitterButton:	v12@0:4@8
0x009c4f10	ShareUI	instance	facebookButton:	v12@0:4@8
0x009c5000	ShareUI	instance	forumsButton:	v12@0:4@8
0x009c50f0	ShareUI	instance	.cxx_construct	@8@0:4
0x009c7760	MapUI	instance	initWithWorld:windowInfo:cache:translation:	@28@0:4@8^{WindowInfo=ffffffff}12@16{Vector2=[2f]}20
0x009c8b3c	MapUI	instance	dealloc	v8@0:4
0x009c952c	MapUI	instance	reloadTextureAtPos:	v16@0:4{?=ii}8
0x009c97fc	MapUI	instance	windowInfoChanged:	v12@0:4^{WindowInfo=ffffffff}8
0x009c9920	MapUI	instance	render:pinchScale:alpha:	v20@0:4f8f12f16
0x009cb460	MapUI	instance	touchIsInViewAtAll:	c16@0:4{CGPoint=ff}8
0x009cb4e0	MapUI	instance	touchIsInUI:	c16@0:4{CGPoint=ff}8
0x009cb560	MapUI	instance	startTouch:tapCount:	c20@0:4{CGPoint=ff}8i16
0x009cb590	MapUI	instance	moveTouch:	v16@0:4{CGPoint=ff}8
0x009cb5ac	MapUI	instance	endTouch:	v16@0:4{CGPoint=ff}8
0x009cb5c8	MapUI	instance	.cxx_destruct	v8@0:4
0x009cb6a8	MapUI	instance	.cxx_construct	@8@0:4
0x009cf24c	RegenerateUI	instance	loadResources	v8@0:4
0x009cfe88	RegenerateUI	instance	initWithWorld:windowInfo:cache:	@20@0:4@8^{WindowInfo=ffffffff}12@16
0x009cffa0	RegenerateUI	instance	dealloc	v8@0:4
0x009d0144	RegenerateUI	instance	setBlockhead:	v12@0:4@8
0x009d05cc	RegenerateUI	instance	customRulesChanged	v8@0:4
0x009d0c1c	RegenerateUI	instance	windowInfoChanged:	v12@0:4^{WindowInfo=ffffffff}8
0x009d0d40	RegenerateUI	instance	render:translation:pinchScale:	v24@0:4f8{Vector2=[2f]}12f20
0x009d2cac	RegenerateUI	instance	touchIsInUI:	c16@0:4{CGPoint=ff}8
0x009d2e94	RegenerateUI	instance	touchIsInViewAtAll:	c16@0:4{CGPoint=ff}8
0x009d3010	RegenerateUI	instance	startTouch:tapCount:	c20@0:4{CGPoint=ff}8i16
0x009d320c	RegenerateUI	instance	moveTouch:	v16@0:4{CGPoint=ff}8
0x009d3368	RegenerateUI	instance	endTouch:	v16@0:4{CGPoint=ff}8
0x009d34c4	RegenerateUI	instance	dieButton:	v12@0:4@8
0x009d368c	RegenerateUI	instance	completeButton:	v12@0:4@8
0x009d3ea8	RegenerateUI	instance	center:	{Vector2=[2f]}12@0:4f8
0x009d3f9c	RegenerateUI	instance	.cxx_construct	@8@0:4
0x009d414c	CameraUI	instance	initWithWorld:windowInfo:cache:	@20@0:4@8^{WindowInfo=ffffffff}12@16
0x009d53d0	CameraUI	instance	dealloc	v8@0:4
0x009d54d0	CameraUI	instance	windowInfoChanged:	v12@0:4^{WindowInfo=ffffffff}8
0x009d5c24	CameraUI	instance	render:translation:pinchScale:	v24@0:4f8{Vector2=[2f]}12f20
0x009d6054	CameraUI	instance	touchIsInViewAtAll:	c16@0:4{CGPoint=ff}8
0x009d60d4	CameraUI	instance	touchIsInUI:	c16@0:4{CGPoint=ff}8
0x009d620c	CameraUI	instance	startTouch:tapCount:	c20@0:4{CGPoint=ff}8i16
0x009d6398	CameraUI	instance	moveTouch:	v16@0:4{CGPoint=ff}8
0x009d64a0	CameraUI	instance	endTouch:	v16@0:4{CGPoint=ff}8
0x009d65a8	CameraUI	instance	cancelButton:	v12@0:4@8
0x009d6610	CameraUI	instance	takePhotoButton:	v12@0:4@8
0x009d6678	CameraUI	instance	.cxx_construct	@8@0:4
0x009d678c	BitmapString	instance	initWithString:dimensions:horizontalAlignment:font:cache:color:	@48@0:4@8{CGSize=ff}12i20@24@28{MJColor=ffff}32
0x009d68a4	BitmapString	instance	initWithString:dimensions:horizontalAlignment:verticalAlignment:font:cache:color:	@52@0:4@8{CGSize=ff}12i20i24@28@32{MJColor=ffff}36
0x009e2d18	BitmapString	instance	dealloc	v8@0:4
0x009e2dfc	BitmapString	instance	renderWithProjectionMatrix:modelViewMatrix:	v136@0:4(_GLKMatrix4={?=ffffffffffffffff}[16f])8(_GLKMatrix4={?=ffffffffffffffff}[16f])72
0x009e3bd8	BitmapString	instance	actualDimensions	{CGSize=ff}8@0:4
0x009e3c38	BitmapString	instance	color	{MJColor=ffff}8@0:4
0x009e3c98	BitmapString	instance	setColor:	v24@0:4{MJColor=ffff}8
0x009e3d18	BitmapString	instance	.cxx_construct	@8@0:4
0x009e41c8	BlockTextPromptAlertView	class	initialize	v8@0:4
0x009e440c	BlockTextPromptAlertView	class	promptWithTitle:message:defaultText:singleLine:	@24@0:4@8@12@16c20
0x009e44a0	BlockTextPromptAlertView	class	promptWithTitle:message:defaultText:singleLine:block:	@28@0:4@8@12@16c20@?24
0x009e45a4	BlockTextPromptAlertView	instance	initWithTitle:message:defaultText:singleLine:block:	@28@0:4@8@12@16c20@?24
0x009e4e18	BlockTextPromptAlertView	instance	dismissWithClickedButtonIndex:animated:	v16@0:4i8c12
0x009e4f48	BlockTextPromptAlertView	instance	textView:shouldChangeTextInRange:replacementText:	c24@0:4@8{_NSRange=II}12@20
0x009e4ff8	BlockTextPromptAlertView	instance	textViewDidChange:	v12@0:4@8
0x009e5140	BlockTextPromptAlertView	instance	text	@8@0:4
0x009e5434	BlockTextPromptAlertView	instance	dealloc	v8@0:4
0x009e5588	BlockTextPromptAlertView	instance	textView	@8@0:4
0x009e55c4	BlockTextPromptAlertView	instance	setTextView:	v12@0:4@8
0x009e5610	BlockTextPromptAlertView	instance	callBack	@?8@0:4
0x009e5644	BlockTextPromptAlertView	instance	setCallBack:	v12@0:4@?8
0x009e58f4	PauseUI	instance	initWithWorld:windowInfo:cache:	@20@0:4@8^{WindowInfo=ffffffff}12@16
0x009e7334	PauseUI	instance	dismissAlertViews	v8@0:4
0x009e73d4	PauseUI	instance	dealloc	v8@0:4
0x009e76e4	PauseUI	instance	windowInfoChanged:	v12@0:4^{WindowInfo=ffffffff}8
0x009e7860	PauseUI	instance	render:	v12@0:4f8
0x009e8e70	PauseUI	instance	touchIsInViewAtAll:	c16@0:4{CGPoint=ff}8
0x009e8ef0	PauseUI	instance	touchIsInUI:	c16@0:4{CGPoint=ff}8
0x009e902c	PauseUI	instance	startTouch:tapCount:	c20@0:4{CGPoint=ff}8i16
0x009e9440	PauseUI	instance	moveTouch:	v16@0:4{CGPoint=ff}8
0x009e97a8	PauseUI	instance	endTouch:	v16@0:4{CGPoint=ff}8
0x009e9b10	PauseUI	instance	resumeButton:	v12@0:4@8
0x009e9b78	PauseUI	instance	tcButton:	v12@0:4@8
0x009e9c08	PauseUI	instance	achievementsButton:	v12@0:4@8
0x009e9c70	PauseUI	instance	instructionsButton:	v12@0:4@8
0x009ea530	PauseUI	instance	exitButton:	v12@0:4@8
0x009ea598	PauseUI	instance	optionsButton:	v12@0:4@8
0x009ea6f4	PauseUI	instance	dismissOptions	v8@0:4
0x009ea764	PauseUI	instance	shareButton:	v12@0:4@8
0x009ea8c0	PauseUI	instance	dismissShareUI	v8@0:4
0x009ea900	PauseUI	instance	updateHDTexturesButton	v8@0:4
0x009ea964	PauseUI	instance	disable	v8@0:4
0x009ea9a4	PauseUI	instance	enable	v8@0:4
0x009ea9e4	PauseUI	instance	selectAddCreditOption:	v12@0:4c8
0x009eab8c	PauseUI	instance	IAPForWorldTopupSucceeeded:transactionID:	v16@0:4@8@12
0x009ead40	PauseUI	instance	iapCancelled	v8@0:4
0x009eada4	PauseUI	instance	shareUI	@8@0:4
0x009eade8	PauseUI	instance	optionsUI	@8@0:4
0x009eae2c	PauseUI	instance	.cxx_construct	@8@0:4
0x009eafa4	InstructionsViewController	instance	initWithNibName:bundle:isServerScreen:allowEdit:	@24@0:4@8@12c16c20
0x009eb0d8	InstructionsViewController	instance	updateServerWelcomeView	v8@0:4
0x009ebb18	InstructionsViewController	instance	viewSafeAreaInsetsDidChange	v8@0:4
0x009ebb2c	InstructionsViewController	instance	viewDidLoad	v8@0:4
0x009ecb8c	InstructionsViewController	instance	edit	v8@0:4
0x009ed1b8	InstructionsViewController	instance	dealloc	v8@0:4
0x009ed3b0	InstructionsViewController	instance	didReceiveMemoryWarning	v8@0:4
0x009ed41c	InstructionsViewController	instance	done:	v12@0:4@8
0x009ed484	InstructionsViewController	instance	editSave:	v12@0:4@8
0x009ed674	InstructionsViewController	instance	editCancel:	v12@0:4@8
0x009ed6d4	InstructionsViewController	instance	shouldAutorotateToInterfaceOrientation:	c12@0:4i8
0x009ed6f4	InstructionsViewController	instance	shouldAutorotate	c8@0:4
0x009ed710	InstructionsViewController	instance	webView:shouldStartLoadWithRequest:navigationType:	c20@0:4@8@12i16
0x009ed830	InstructionsViewController	instance	setWorldSummaryString:welcomeMessage:worldName:	v20@0:4@8@12@16
0x009eda30	InstructionsViewController	instance	viewDidUnload	v8@0:4
0x009edbb0	InstructionsViewController	instance	gameView	@8@0:4
0x009edbf4	InstructionsViewController	instance	setGameView:	v12@0:4@8
0x009edc38	InstructionsViewController	instance	contentView	@8@0:4
0x009edc6c	InstructionsViewController	instance	setContentView:	v12@0:4@8
0x009edcb8	InstructionsViewController	instance	webView	@8@0:4
0x009edcec	InstructionsViewController	instance	setWebView:	v12@0:4@8
0x009edd38	InstructionsViewController	instance	titleBar	@8@0:4
0x009edd74	InstructionsViewController	instance	setTitleBar:	v12@0:4@8
0x009eddc0	InstructionsViewController	instance	editView	@8@0:4
0x009eddf4	InstructionsViewController	instance	setEditView:	v12@0:4@8
0x009ede40	InstructionsViewController	instance	editViewController	@8@0:4
0x009ede7c	InstructionsViewController	instance	setEditViewController:	v12@0:4@8
0x009edec8	InstructionsViewController	instance	editTitleBar	@8@0:4
0x009edf04	InstructionsViewController	instance	setEditTitleBar:	v12@0:4@8
0x009ee0b0	EAGLView	class	layerClass	#8@0:4
0x009ee108	EAGLView	instance	initWithCoder:	@12@0:4@8
0x009eebf8	EAGLView	instance	gestureRecognizer:shouldRecognizeSimultaneouslyWithGestureRecognizer:	c16@0:4@8@12
0x009eec1c	EAGLView	instance	dealloc	v8@0:4
0x009eed10	EAGLView	instance	setContext:	v12@0:4@8
0x009eee74	EAGLView	instance	createFramebuffer	v8@0:4
0x009efa00	EAGLView	instance	setGameView:	v12@0:4@8
0x009efb40	EAGLView	instance	didMoveToSuperview	v8@0:4
0x009efce0	EAGLView	instance	gameView	@8@0:4
0x009efd1c	EAGLView	instance	deleteFramebuffer	v8@0:4
0x009eff3c	EAGLView	instance	setFramebuffer	v8@0:4
0x009f0098	EAGLView	instance	presentFramebuffer	c8@0:4
0x009f01d4	EAGLView	instance	layoutSubviews	v8@0:4
0x009f02a0	EAGLView	instance	startTouch:withEvent:	v16@0:4@8@12
0x009f0784	EAGLView	instance	moveTouch	v8@0:4
0x009f0ac0	EAGLView	instance	endTouch	v8@0:4
0x009f0d64	EAGLView	instance	cancelTouch	v8@0:4
0x009f1008	EAGLView	instance	startSecondaryTouch:withEvent:	v16@0:4@8@12
0x009f14a4	EAGLView	instance	moveSecondaryTouch	v8@0:4
0x009f17e0	EAGLView	instance	endSecondaryTouch	v8@0:4
0x009f1a84	EAGLView	instance	cancelSecondaryTouch	v8@0:4
0x009f1d28	EAGLView	instance	touchesBegan:withEvent:	v16@0:4@8@12
0x009f2268	EAGLView	instance	touchesMoved:withEvent:	v16@0:4@8@12
0x009f2400	EAGLView	instance	touchesEnded:withEvent:	v16@0:4@8@12
0x009f2654	EAGLView	instance	touchesCancelled:withEvent:	v16@0:4@8@12
0x009f28a8	EAGLView	instance	handlePinchGesture:	v12@0:4@8
0x009f2a74	EAGLView	instance	handlePanGesture:	v12@0:4@8
0x009f2e68	EAGLView	instance	handleTapGesture:	v12@0:4@8
0x009f3164	EAGLView	instance	handleDoubleTapGesture:	v12@0:4@8
0x009f33a8	EAGLView	instance	gestureRecognizer:shouldReceiveTouch:	c16@0:4@8@12
0x009f37bc	EAGLView	instance	handleSwipeGesture:	v12@0:4@8
0x009f3824	EAGLView	instance	cancelAllTouchesDueToBackgrounding	v8@0:4
0x009f39c4	EAGLView	instance	context	@8@0:4
0x009f3a00	EAGLView	instance	.cxx_construct	@8@0:4
0x009f3b14	CrystalManager	class	instance	@8@0:4
0x009f3bdc	CrystalManager	instance	init	@8@0:4
0x009f3d44	CrystalManager	instance	loadFromSave	v8@0:4
0x009f452c	CrystalManager	instance	amount	i8@0:4
0x009f4568	CrystalManager	instance	commitSaveIfNeeded	v8@0:4
0x009f4f34	CrystalManager	instance	save	v8@0:4
0x009f4f74	CrystalManager	instance	modify:modifyString:	v16@0:4i8@12
0x009f526c	CrystalManager	instance	iCloudID	@8@0:4
0x009f5e78	CrystalManager	instance	iCloudServerRejoinID	@8@0:4
0x009f5f24	CrystalManager	instance	countWatcher	@8@0:4
0x009f5f68	CrystalManager	instance	setCountWatcher:	v12@0:4@8
0x009f5fac	CrystalManager	instance	needsSave	c8@0:4
0x009f5fe8	CrystalManager	instance	amountString	@8@0:4
0x009f6198	MJControl	instance	initWithFrame:cache:windowInfo:	@32@0:4{CGRect={CGPoint=ff}{CGSize=ff}}8@24^{WindowInfo=ffffffff}28
0x009f63d4	MJControl	instance	setTarget:action:	v16@0:4@8:12
0x009f6440	MJControl	instance	setFrame:	v24@0:4{CGRect={CGPoint=ff}{CGSize=ff}}8
0x009f65a4	MJControl	instance	touchIsInUI:	c16@0:4{CGPoint=ff}8
0x009f6894	MJControl	instance	startTouch:	c16@0:4{CGPoint=ff}8
0x009f6c54	MJControl	instance	moveTouch:	v16@0:4{CGPoint=ff}8
0x009f6e74	MJControl	instance	sendAction	v8@0:4
0x009f6f3c	MJControl	instance	endTouch:	v16@0:4{CGPoint=ff}8
0x009f72b8	MJControl	instance	cancelAnyTouchStarts	v8@0:4
0x009f72f8	MJControl	instance	enabled	c8@0:4
0x009f7334	MJControl	instance	setEnabled:	v12@0:4c8
0x009f7378	MJControl	instance	sendsEventOnTouchStart	c8@0:4
0x009f73b4	MJControl	instance	setSendsEventOnTouchStart:	v12@0:4c8
0x009f73f8	MJControl	instance	hover	c8@0:4
0x009f7434	MJControl	instance	.cxx_construct	@8@0:4
0x009f7620	MainMenuUI	instance	connected	c8@0:4
0x009f76e0	MainMenuUI	instance	defaultUserName	@8@0:4
0x009f7710	MainMenuUI	instance	setClockPositions	v8@0:4
0x009f7ec8	MainMenuUI	instance	shouldDisplayAlertOnSearchFail	c8@0:4
0x009f7ee4	MainMenuUI	instance	searchResultsReturned:	v12@0:4@8
0x009f824c	MainMenuUI	instance	searchFailed:	v12@0:4i8
0x009f8294	MainMenuUI	instance	searchCancelled	v8@0:4
0x009f82a8	MainMenuUI	instance	updateWorldTitles	v8@0:4
0x009f8be0	MainMenuUI	instance	updateCloudSearchInfo	v8@0:4
0x009f8bf4	MainMenuUI	instance	startSearchForCloudInfoFromWorldIndex:	v12@0:4i8
0x009f90cc	MainMenuUI	instance	cloudInterfaceIsReady	v8@0:4
0x009f91a8	MainMenuUI	instance	gameSavesChanged	v8@0:4
0x009f93a8	MainMenuUI	instance	initWithDelegate:windowInfo:cache:cloudInterface:	@24@0:4@8^{WindowInfo=ffffffff}12@16@20
0x009fc270	MainMenuUI	instance	willShowCreative:shouldMuteAudio:	v16@0:4@8c12
0x009fc3f4	MainMenuUI	instance	didDismissCreative:positiveActionTaken:	v16@0:4@8c12
0x009fc510	MainMenuUI	instance	noodleNews:	v12@0:4@8
0x009fc610	MainMenuUI	instance	dismissAlertViews	v8@0:4
0x009fc874	MainMenuUI	instance	dealloc	v8@0:4
